dataset_id,persona_id,statement,categories
conversation_21_user_2,0c9cc8f0bdfc15156373847912461e2ec4384003b4b53af4cbd7efdc0964ddfd,I love my dog.,Personality_Traits
conversation_21_user_2,0c9cc8f0bdfc15156373847912461e2ec4384003b4b53af4cbd7efdc0964ddfd,Wedding cakes are my specialty.,Uncategorized
conversation_21_user_2,0c9cc8f0bdfc15156373847912461e2ec4384003b4b53af4cbd7efdc0964ddfd,I like baking.,Preferences_Interests
conversation_21_user_2,0c9cc8f0bdfc15156373847912461e2ec4384003b4b53af4cbd7efdc0964ddfd,I enjoy walking around the park.,Preferences_Interests
conversation_21_user_2,0c9cc8f0bdfc15156373847912461e2ec4384003b4b53af4cbd7efdc0964ddfd,I go to the theater to watch plays.,Preferences_Interests
conversation_22_user_1,b8af54462f41d16cac2111230166681cb6b1e262da92e550c1872672971d4af5,I am a man.,Demographics
conversation_22_user_1,b8af54462f41d16cac2111230166681cb6b1e262da92e550c1872672971d4af5,I work on trucks.,Personal_Background
conversation_22_user_1,b8af54462f41d16cac2111230166681cb6b1e262da92e550c1872672971d4af5,I have a doberman.,Uncategorized
conversation_22_user_1,b8af54462f41d16cac2111230166681cb6b1e262da92e550c1872672971d4af5,I am twenty five years old.,Demographics
conversation_22_user_1,b8af54462f41d16cac2111230166681cb6b1e262da92e550c1872672971d4af5,My favorite food is pizza.,Preferences_Interests
conversation_22_user_2,7884661dcab3ff2f59c6a839d56cced6b957f6a96c2e372bf84d08639c44bcec,I listen to katie perry while in the shower.,Preferences_Interests
conversation_22_user_2,7884661dcab3ff2f59c6a839d56cced6b957f6a96c2e372bf84d08639c44bcec,I m a breath of fresh air.,Uncategorized
conversation_22_user_2,7884661dcab3ff2f59c6a839d56cced6b957f6a96c2e372bf84d08639c44bcec,I drive a yellow convertible in the rain.,Uncategorized
conversation_22_user_2,7884661dcab3ff2f59c6a839d56cced6b957f6a96c2e372bf84d08639c44bcec,I work as a lifeguard at a beach.,Personal_Background
conversation_23_user_1,1af72c6d27344d2fc659d80e9651e658306fcb9ebc6e2544bb0e0d619fb8ebd7,I am a man.,Demographics
conversation_23_user_1,1af72c6d27344d2fc659d80e9651e658306fcb9ebc6e2544bb0e0d619fb8ebd7,I have a doberman.,Uncategorized
conversation_23_user_1,1af72c6d27344d2fc659d80e9651e658306fcb9ebc6e2544bb0e0d619fb8ebd7,I work on trucks.,Personal_Background
conversation_23_user_1,1af72c6d27344d2fc659d80e9651e658306fcb9ebc6e2544bb0e0d619fb8ebd7,I am twenty five years old.,Demographics
conversation_23_user_2,bbc82c215be0889746ad73403a975671d3e6e6de009b6c4817484e24c7b19967,I like to bowl.,Preferences_Interests
conversation_23_user_2,bbc82c215be0889746ad73403a975671d3e6e6de009b6c4817484e24c7b19967,I am a pediatrician.,Personality_Traits
conversation_23_user_2,bbc82c215be0889746ad73403a975671d3e6e6de009b6c4817484e24c7b19967,I am a family man.,"Demographics, Personal_Background"
conversation_23_user_2,bbc82c215be0889746ad73403a975671d3e6e6de009b6c4817484e24c7b19967,I am married with 2 children.,"Demographics, Personal_Background"
conversation_23_user_2,bbc82c215be0889746ad73403a975671d3e6e6de009b6c4817484e24c7b19967,I spend as much time as i can with my family.,Personal_Background
conversation_24_user_1,f68103f460c680cd2702e0d283ab181ef72e1b85acf0254a0e43d4710a4bdcbd,I am a man.,Demographics
conversation_24_user_1,f68103f460c680cd2702e0d283ab181ef72e1b85acf0254a0e43d4710a4bdcbd,My favorite food is pizza.,Preferences_Interests
conversation_24_user_1,f68103f460c680cd2702e0d283ab181ef72e1b85acf0254a0e43d4710a4bdcbd,I work on trucks.,Personal_Background
conversation_24_user_1,f68103f460c680cd2702e0d283ab181ef72e1b85acf0254a0e43d4710a4bdcbd,I have a doberman.,Uncategorized
conversation_24_user_2,1fa371f451d305bcd9cf404abb10a21bf9fb692f3e9a47020fde6d9aaa75ac1c,I play bingo every wednesday with my husband.,"Personal_Background, Preferences_Interests"
conversation_24_user_2,1fa371f451d305bcd9cf404abb10a21bf9fb692f3e9a47020fde6d9aaa75ac1c,I have 3 dogs and a parrot.,Uncategorized
conversation_24_user_2,1fa371f451d305bcd9cf404abb10a21bf9fb692f3e9a47020fde6d9aaa75ac1c,My left knee is filled with metal.,Uncategorized
conversation_24_user_2,1fa371f451d305bcd9cf404abb10a21bf9fb692f3e9a47020fde6d9aaa75ac1c,I enjoy jazz music from when i was a girl.,"Demographics, Preferences_Interests"
conversation_24_user_2,1fa371f451d305bcd9cf404abb10a21bf9fb692f3e9a47020fde6d9aaa75ac1c,My family means the world to me.,"Personal_Background, Personality_Traits"
conversation_25_user_1,6733bd96a8ce72623ed31ced7859056ae65f56ed34e0c3fb4f2fe2a78b9bb63c,I am blind.,Personality_Traits
conversation_25_user_1,6733bd96a8ce72623ed31ced7859056ae65f56ed34e0c3fb4f2fe2a78b9bb63c,I use a cane to help me get around.,Uncategorized
conversation_25_user_1,6733bd96a8ce72623ed31ced7859056ae65f56ed34e0c3fb4f2fe2a78b9bb63c,I have many friends.,Social_Relationships
conversation_25_user_1,6733bd96a8ce72623ed31ced7859056ae65f56ed34e0c3fb4f2fe2a78b9bb63c,I have a job as a dj at a radio station.,Personal_Background
conversation_25_user_2,a63111806d6e543c2c9b98e9a876a02f98120b5f86c93e64120e4f273d626fda,My parents are divorced.,"Demographics, Personal_Background"
conversation_25_user_2,a63111806d6e543c2c9b98e9a876a02f98120b5f86c93e64120e4f273d626fda,I am engaged to be married.,Demographics
conversation_25_user_2,a63111806d6e543c2c9b98e9a876a02f98120b5f86c93e64120e4f273d626fda,I am a history buff.,Personality_Traits
conversation_26_user_1,8866fb9e9fb476759fe6b3d473f1a5e8dbd288fe4cf645c3def5ba1573e19a94,I am blind.,Personality_Traits
conversation_26_user_1,8866fb9e9fb476759fe6b3d473f1a5e8dbd288fe4cf645c3def5ba1573e19a94,I once drove a car ! my friend told me what to do while i drove.,Social_Relationships
conversation_26_user_1,8866fb9e9fb476759fe6b3d473f1a5e8dbd288fe4cf645c3def5ba1573e19a94,I have many friends.,Social_Relationships
conversation_26_user_1,8866fb9e9fb476759fe6b3d473f1a5e8dbd288fe4cf645c3def5ba1573e19a94,I have a job as a dj at a radio station.,Personal_Background
conversation_26_user_1,8866fb9e9fb476759fe6b3d473f1a5e8dbd288fe4cf645c3def5ba1573e19a94,I use a cane to help me get around.,Uncategorized
conversation_26_user_2,499476fb80fcf19e84134b544147f2c37c970be35346edfc0b5858858b767921,I like to garden.,Preferences_Interests
conversation_26_user_2,499476fb80fcf19e84134b544147f2c37c970be35346edfc0b5858858b767921,I am a teacher.,Personal_Background
conversation_26_user_2,499476fb80fcf19e84134b544147f2c37c970be35346edfc0b5858858b767921,I live in the suburbs of a major city.,"Demographics, Personal_Background"
conversation_26_user_2,499476fb80fcf19e84134b544147f2c37c970be35346edfc0b5858858b767921,I have three children.,Personal_Background
conversation_27_user_1,bdddb878d2f3a6d29abb0344d89768177e76f47ae644694ad565edacfc57f3ad,I am blind.,Personality_Traits
conversation_27_user_1,bdddb878d2f3a6d29abb0344d89768177e76f47ae644694ad565edacfc57f3ad,I once drove a car ! my friend told me what to do while i drove.,Social_Relationships
conversation_27_user_1,bdddb878d2f3a6d29abb0344d89768177e76f47ae644694ad565edacfc57f3ad,I use a cane to help me get around.,Uncategorized
conversation_27_user_1,bdddb878d2f3a6d29abb0344d89768177e76f47ae644694ad565edacfc57f3ad,I have a job as a dj at a radio station.,Personal_Background
conversation_27_user_2,a77596d32737eff6a08cd8ae33463aa51792cf099aaec40eee96616824d456e9,I drive a truck for a living.,Uncategorized
conversation_27_user_2,a77596d32737eff6a08cd8ae33463aa51792cf099aaec40eee96616824d456e9,I recently bought a camper.,Uncategorized
conversation_27_user_2,a77596d32737eff6a08cd8ae33463aa51792cf099aaec40eee96616824d456e9,I am former military.,Personality_Traits
conversation_27_user_2,a77596d32737eff6a08cd8ae33463aa51792cf099aaec40eee96616824d456e9,I exercise 4 times a week.,"Preferences_Interests, Habits_Routines"
conversation_27_user_2,a77596d32737eff6a08cd8ae33463aa51792cf099aaec40eee96616824d456e9,My favorite sport is football.,Preferences_Interests
conversation_28_user_1,5b0e6c869827119dd811314ef29b7fe812c7e9de8f386615c1b997338c7aa7ab,I am blind.,Personality_Traits
conversation_28_user_1,5b0e6c869827119dd811314ef29b7fe812c7e9de8f386615c1b997338c7aa7ab,I once drove a car ! my friend told me what to do while i drove.,Social_Relationships
conversation_28_user_1,5b0e6c869827119dd811314ef29b7fe812c7e9de8f386615c1b997338c7aa7ab,I have a job as a dj at a radio station.,Personal_Background
conversation_28_user_1,5b0e6c869827119dd811314ef29b7fe812c7e9de8f386615c1b997338c7aa7ab,I have many friends.,Social_Relationships
conversation_28_user_2,7c52c66f6fbdef35cdd2a35697629349e2cd4bdb191c67799e3e5c1e20723094,Sometimes i volunteer at the soup kitchen.,Habits_Routines
conversation_28_user_2,7c52c66f6fbdef35cdd2a35697629349e2cd4bdb191c67799e3e5c1e20723094,When i retire i want to open a bakery.,Goals_Aspirations
conversation_28_user_2,7c52c66f6fbdef35cdd2a35697629349e2cd4bdb191c67799e3e5c1e20723094,I like to cook.,Preferences_Interests
conversation_28_user_2,7c52c66f6fbdef35cdd2a35697629349e2cd4bdb191c67799e3e5c1e20723094,I work 9 to 5 job.,Personal_Background
conversation_28_user_2,7c52c66f6fbdef35cdd2a35697629349e2cd4bdb191c67799e3e5c1e20723094,My family owned a small restaurant.,"Personal_Background, Preferences_Interests"
conversation_29_user_1,a45d606beade75e4dc127446dcc5e6e74705d7b3d3fb1192aab13865e44056f4,I am dumpy.,Personality_Traits
conversation_29_user_1,a45d606beade75e4dc127446dcc5e6e74705d7b3d3fb1192aab13865e44056f4,Like a skeleton.,Preferences_Interests
conversation_29_user_1,a45d606beade75e4dc127446dcc5e6e74705d7b3d3fb1192aab13865e44056f4,I have long legs.,Uncategorized
conversation_29_user_1,a45d606beade75e4dc127446dcc5e6e74705d7b3d3fb1192aab13865e44056f4,I have long fingers.,Uncategorized
conversation_29_user_1,a45d606beade75e4dc127446dcc5e6e74705d7b3d3fb1192aab13865e44056f4,I cannot eat shrimp.,Preferences_Interests
conversation_29_user_2,497555c6645fd5375dafb71d4bff7a84460ac403293f3464c51753138c2e509b,I am very popular and have a lot of friends.,Social_Relationships
conversation_29_user_2,497555c6645fd5375dafb71d4bff7a84460ac403293f3464c51753138c2e509b,I am an excellent student.,Personal_Background
conversation_29_user_2,497555c6645fd5375dafb71d4bff7a84460ac403293f3464c51753138c2e509b,My parents are divorced.,"Demographics, Personal_Background"
conversation_30_user_1,2582e20294d5d8946422a85a11584176cc32a29a259cbd01afaf95f692c69554,I am funny.,Personality_Traits
conversation_30_user_1,2582e20294d5d8946422a85a11584176cc32a29a259cbd01afaf95f692c69554,I have sausage fingers.,Uncategorized
conversation_30_user_1,2582e20294d5d8946422a85a11584176cc32a29a259cbd01afaf95f692c69554,I can draw.,Preferences_Interests
conversation_30_user_1,2582e20294d5d8946422a85a11584176cc32a29a259cbd01afaf95f692c69554,I am bloated.,Personality_Traits
conversation_30_user_2,972ae8bd300fa3b4e9982aaf2af740fffa50256b2e3bd563b12318e8f70e75da,I was a wild child in my younger years.,Personal_Background
conversation_30_user_2,972ae8bd300fa3b4e9982aaf2af740fffa50256b2e3bd563b12318e8f70e75da,My grand children mean the world to me.,"Personal_Background, Personality_Traits"
conversation_30_user_2,972ae8bd300fa3b4e9982aaf2af740fffa50256b2e3bd563b12318e8f70e75da,I am an avid quilter.,Personality_Traits
conversation_30_user_2,972ae8bd300fa3b4e9982aaf2af740fffa50256b2e3bd563b12318e8f70e75da,I am a pharmacist.,Personality_Traits
conversation_31_user_1,6c2355bb34d8c39318f440bd52b9cebdad0d44b544c210ea1b8b31cab50291e5,I am funny.,Personality_Traits
conversation_31_user_1,6c2355bb34d8c39318f440bd52b9cebdad0d44b544c210ea1b8b31cab50291e5,I have sausage fingers.,Uncategorized
conversation_31_user_1,6c2355bb34d8c39318f440bd52b9cebdad0d44b544c210ea1b8b31cab50291e5,I like sprite soda.,Preferences_Interests
conversation_31_user_1,6c2355bb34d8c39318f440bd52b9cebdad0d44b544c210ea1b8b31cab50291e5,I am bloated.,Personality_Traits
conversation_31_user_1,6c2355bb34d8c39318f440bd52b9cebdad0d44b544c210ea1b8b31cab50291e5,I can draw.,Preferences_Interests
conversation_31_user_2,2fbcb8b8c882b281e6865de11172b499da8065e2ee29bbff6664bb4d0652deb6,I love mac and cheese.,Personality_Traits
conversation_31_user_2,2fbcb8b8c882b281e6865de11172b499da8065e2ee29bbff6664bb4d0652deb6,I like to watch tv.,Preferences_Interests
conversation_31_user_2,2fbcb8b8c882b281e6865de11172b499da8065e2ee29bbff6664bb4d0652deb6,I like to sit on couch all day.,Preferences_Interests
conversation_31_user_2,2fbcb8b8c882b281e6865de11172b499da8065e2ee29bbff6664bb4d0652deb6,I make cars for a living.,Preferences_Interests
conversation_31_user_2,2fbcb8b8c882b281e6865de11172b499da8065e2ee29bbff6664bb4d0652deb6,I make 30k a year.,Preferences_Interests
conversation_32_user_1,15dca58e1aaa2b1fec0c642556afbe36fc721d63b23e8832dc11e48b2a422c74,I am nurse.,Personality_Traits
conversation_32_user_1,15dca58e1aaa2b1fec0c642556afbe36fc721d63b23e8832dc11e48b2a422c74,I play the violin.,Preferences_Interests
conversation_32_user_1,15dca58e1aaa2b1fec0c642556afbe36fc721d63b23e8832dc11e48b2a422c74,I like to visit national parks.,Preferences_Interests
conversation_32_user_1,15dca58e1aaa2b1fec0c642556afbe36fc721d63b23e8832dc11e48b2a422c74,I met my husband when i was a freshman in college.,Personal_Background
conversation_32_user_2,be28fdbe7fe183a68d5ace72bbe32485b86b8003bef881d664efea948556cd50,I try not to think about death.,Uncategorized
conversation_32_user_2,be28fdbe7fe183a68d5ace72bbe32485b86b8003bef881d664efea948556cd50,I love to put a smile on peoples faces.,Personality_Traits
conversation_32_user_2,be28fdbe7fe183a68d5ace72bbe32485b86b8003bef881d664efea948556cd50,I am a very bad liar.,Personality_Traits
conversation_32_user_2,be28fdbe7fe183a68d5ace72bbe32485b86b8003bef881d664efea948556cd50,I am obsessed with filming.,Personality_Traits
conversation_33_user_1,878cad1fe77332271b9a043358e246efdc064258fad32648dff0439d70e8f39b,I am short.,Personality_Traits
conversation_33_user_1,878cad1fe77332271b9a043358e246efdc064258fad32648dff0439d70e8f39b,I am smart too.,Personality_Traits
conversation_33_user_1,878cad1fe77332271b9a043358e246efdc064258fad32648dff0439d70e8f39b,I like reading.,Preferences_Interests
conversation_33_user_1,878cad1fe77332271b9a043358e246efdc064258fad32648dff0439d70e8f39b,I have big face cheeks.,Uncategorized
conversation_33_user_1,878cad1fe77332271b9a043358e246efdc064258fad32648dff0439d70e8f39b,I am also round.,Personality_Traits
conversation_33_user_2,d97a8d6231b5288d92f753067bda4945547eae39a2c4f91f4fdfc46f251de8f1,I like the movie godfather.,Preferences_Interests
conversation_33_user_2,d97a8d6231b5288d92f753067bda4945547eae39a2c4f91f4fdfc46f251de8f1,I like candy and soda.,Preferences_Interests
conversation_33_user_2,d97a8d6231b5288d92f753067bda4945547eae39a2c4f91f4fdfc46f251de8f1,I am a man.,Demographics
conversation_33_user_2,d97a8d6231b5288d92f753067bda4945547eae39a2c4f91f4fdfc46f251de8f1,I weight 300 pounds.,Uncategorized
conversation_33_user_2,d97a8d6231b5288d92f753067bda4945547eae39a2c4f91f4fdfc46f251de8f1,I am not healthy.,Habits_Routines
conversation_34_user_1,8f74e5dc461db6caefd1660f3d392cc3aaac360c2355510126f1456ab8e3fbbe,I am short.,Personality_Traits
conversation_34_user_1,8f74e5dc461db6caefd1660f3d392cc3aaac360c2355510126f1456ab8e3fbbe,I am smart too.,Personality_Traits
conversation_34_user_1,8f74e5dc461db6caefd1660f3d392cc3aaac360c2355510126f1456ab8e3fbbe,I have big face cheeks.,Uncategorized
conversation_34_user_1,8f74e5dc461db6caefd1660f3d392cc3aaac360c2355510126f1456ab8e3fbbe,I like reading.,Preferences_Interests
conversation_34_user_2,9aced2fee387277827022089d098960dcfb394c0cb85bb74f0331ace510085ad,I am from california.,Demographics
conversation_34_user_2,9aced2fee387277827022089d098960dcfb394c0cb85bb74f0331ace510085ad,I like to shop at goodwill.,Preferences_Interests
conversation_34_user_2,9aced2fee387277827022089d098960dcfb394c0cb85bb74f0331ace510085ad,I am a student.,Personal_Background
conversation_34_user_2,9aced2fee387277827022089d098960dcfb394c0cb85bb74f0331ace510085ad,I like to be outdoors.,Preferences_Interests
conversation_35_user_1,be541fb7243609545798e280e995766c0b455f92ca78f4e513dc2c55ba8324f5,I am short.,Personality_Traits
conversation_35_user_1,be541fb7243609545798e280e995766c0b455f92ca78f4e513dc2c55ba8324f5,My hair is brown.,Uncategorized
conversation_35_user_1,be541fb7243609545798e280e995766c0b455f92ca78f4e513dc2c55ba8324f5,I am not thin.,Personality_Traits
conversation_35_user_1,be541fb7243609545798e280e995766c0b455f92ca78f4e513dc2c55ba8324f5,I like to sew.,Preferences_Interests
conversation_35_user_2,64fde5a2dd2179194577100b45ff46fe5e9e37beaa680f14db1740d641a05f0d,I ve started creating my own comics and presenting them to publishers.,Preferences_Interests
conversation_35_user_2,64fde5a2dd2179194577100b45ff46fe5e9e37beaa680f14db1740d641a05f0d,I ve been rejected several times and thought of giving up with this.,Uncategorized
conversation_35_user_2,64fde5a2dd2179194577100b45ff46fe5e9e37beaa680f14db1740d641a05f0d,And also love drawing.,"Preferences_Interests, Personality_Traits"
conversation_35_user_2,64fde5a2dd2179194577100b45ff46fe5e9e37beaa680f14db1740d641a05f0d,I love comics.,Personality_Traits
conversation_36_user_1,757bf623980cad5df967460084d29a77eba7959e9ddb852f7734032125797f77,I am short.,Personality_Traits
conversation_36_user_1,757bf623980cad5df967460084d29a77eba7959e9ddb852f7734032125797f77,I have big face cheeks.,Uncategorized
conversation_36_user_1,757bf623980cad5df967460084d29a77eba7959e9ddb852f7734032125797f77,I am also round.,Personality_Traits
conversation_36_user_1,757bf623980cad5df967460084d29a77eba7959e9ddb852f7734032125797f77,I like reading.,Preferences_Interests
conversation_36_user_2,dfaa6a17c5f35ea11ccd1ac65918ed6e5d026eb883dff896ce180d8144a2ff06,I love to write stories while sitting in the grass in my back yard.,Personality_Traits
conversation_36_user_2,dfaa6a17c5f35ea11ccd1ac65918ed6e5d026eb883dff896ce180d8144a2ff06,I like to drink green tea.,Preferences_Interests
conversation_36_user_2,dfaa6a17c5f35ea11ccd1ac65918ed6e5d026eb883dff896ce180d8144a2ff06,I enjoy watching mystery movies.,Preferences_Interests
conversation_36_user_2,dfaa6a17c5f35ea11ccd1ac65918ed6e5d026eb883dff896ce180d8144a2ff06,I like to run so that i can clear my head.,Preferences_Interests
conversation_37_user_1,345e2c6c44f6cc7f77d879f0aeb1712874fa55ff909b7409b8aa2acd16f89436,I am vegan.,Personality_Traits
conversation_37_user_1,345e2c6c44f6cc7f77d879f0aeb1712874fa55ff909b7409b8aa2acd16f89436,My father is a mechanic.,Personal_Background
conversation_37_user_1,345e2c6c44f6cc7f77d879f0aeb1712874fa55ff909b7409b8aa2acd16f89436,I work at walmart as a stocker.,Personal_Background
conversation_37_user_1,345e2c6c44f6cc7f77d879f0aeb1712874fa55ff909b7409b8aa2acd16f89436,My favorite band is muse.,Preferences_Interests
conversation_37_user_2,7881c02ed7a06fdd72372a05e60b136d12ce5a84457931551a9e8316dfec6b83,I love dogs.,Personality_Traits
conversation_37_user_2,7881c02ed7a06fdd72372a05e60b136d12ce5a84457931551a9e8316dfec6b83,I like to fish.,Preferences_Interests
conversation_37_user_2,7881c02ed7a06fdd72372a05e60b136d12ce5a84457931551a9e8316dfec6b83,My dad was a carsalesman.,Personal_Background
conversation_37_user_2,7881c02ed7a06fdd72372a05e60b136d12ce5a84457931551a9e8316dfec6b83,I am a happy person.,Personality_Traits
conversation_39_user_1,c42c01c6e5744abcd0d17aa052f0c6a40df6b96b999f26cf4f319962cbfbeb89,I am vegan.,Personality_Traits
conversation_39_user_1,c42c01c6e5744abcd0d17aa052f0c6a40df6b96b999f26cf4f319962cbfbeb89,I work at a retail store.,Personal_Background
conversation_39_user_1,c42c01c6e5744abcd0d17aa052f0c6a40df6b96b999f26cf4f319962cbfbeb89,I live close to the coast.,Demographics
conversation_39_user_1,c42c01c6e5744abcd0d17aa052f0c6a40df6b96b999f26cf4f319962cbfbeb89,I enjoy walking on the beach.,Preferences_Interests
conversation_39_user_1,c42c01c6e5744abcd0d17aa052f0c6a40df6b96b999f26cf4f319962cbfbeb89,I have red hair.,Uncategorized
conversation_39_user_2,efc9cfba073130a8acb15cfa8b2b52836fd590a8ddaa8e305c043e01c6bdf114,I live alone in my condo.,Demographics
conversation_39_user_2,efc9cfba073130a8acb15cfa8b2b52836fd590a8ddaa8e305c043e01c6bdf114,My favorite color is blue.,Preferences_Interests
conversation_39_user_2,efc9cfba073130a8acb15cfa8b2b52836fd590a8ddaa8e305c043e01c6bdf114,I love to ride my bike on the weekend.,"Preferences_Interests, Personality_Traits"
conversation_39_user_2,efc9cfba073130a8acb15cfa8b2b52836fd590a8ddaa8e305c043e01c6bdf114,I am an insurance salesman.,Personality_Traits
conversation_40_user_1,fd90662952a851909529b8ed0d39f26c25cbcfed2b5e15b3ae72881c88aa411d,I am vegan.,Personality_Traits
conversation_40_user_1,fd90662952a851909529b8ed0d39f26c25cbcfed2b5e15b3ae72881c88aa411d,My favorite band is muse.,Preferences_Interests
conversation_40_user_1,fd90662952a851909529b8ed0d39f26c25cbcfed2b5e15b3ae72881c88aa411d,I work at walmart as a stocker.,Personal_Background
conversation_40_user_1,fd90662952a851909529b8ed0d39f26c25cbcfed2b5e15b3ae72881c88aa411d,My father is a mechanic.,Personal_Background
conversation_40_user_2,c7f21003f5237942818be1390474c8428954dcc8f44d1c61931e657bcafb49ae,I love to chat with my friends.,"Personality_Traits, Social_Relationships"
conversation_40_user_2,c7f21003f5237942818be1390474c8428954dcc8f44d1c61931e657bcafb49ae,I like to go shopping with my daughters.,Personal_Background
conversation_40_user_2,c7f21003f5237942818be1390474c8428954dcc8f44d1c61931e657bcafb49ae,I love kids and dogs.,Personality_Traits
conversation_40_user_2,c7f21003f5237942818be1390474c8428954dcc8f44d1c61931e657bcafb49ae,I like to cook.,Preferences_Interests
conversation_40_user_2,c7f21003f5237942818be1390474c8428954dcc8f44d1c61931e657bcafb49ae,I am a foodie.,Personality_Traits
conversation_41_user_1,9d8497203b6e4e3549d64280dae6446edc91767fec09d02c3f42f53dd0da8dba,I am vegan.,Personality_Traits
conversation_41_user_1,9d8497203b6e4e3549d64280dae6446edc91767fec09d02c3f42f53dd0da8dba,I live close to the coast.,Demographics
conversation_41_user_1,9d8497203b6e4e3549d64280dae6446edc91767fec09d02c3f42f53dd0da8dba,I have red hair.,Uncategorized
conversation_41_user_1,9d8497203b6e4e3549d64280dae6446edc91767fec09d02c3f42f53dd0da8dba,I enjoy walking on the beach.,Preferences_Interests
conversation_41_user_1,9d8497203b6e4e3549d64280dae6446edc91767fec09d02c3f42f53dd0da8dba,I work at a retail store.,Personal_Background
conversation_41_user_2,198108b9d6a2b44203652196eada049d02d4995283d9eebdc6e99ed6f9b8b070,I sleep 8 hours.,Habits_Routines
conversation_41_user_2,198108b9d6a2b44203652196eada049d02d4995283d9eebdc6e99ed6f9b8b070,My mother looks after my grandmother.,Personal_Background
conversation_41_user_2,198108b9d6a2b44203652196eada049d02d4995283d9eebdc6e99ed6f9b8b070,I prefer texting over phone calls.,Uncategorized
conversation_41_user_2,198108b9d6a2b44203652196eada049d02d4995283d9eebdc6e99ed6f9b8b070,I use the computer all day.,Uncategorized
conversation_41_user_2,198108b9d6a2b44203652196eada049d02d4995283d9eebdc6e99ed6f9b8b070,I love hockey.,"Preferences_Interests, Personality_Traits"
conversation_42_user_1,a075d824dfb2a5c02f74b4607483f0c11ca278911420bcbac911aa814914ad22,I am vegan.,Personality_Traits
conversation_42_user_1,a075d824dfb2a5c02f74b4607483f0c11ca278911420bcbac911aa814914ad22,I love to go to the beach.,Personality_Traits
conversation_42_user_1,a075d824dfb2a5c02f74b4607483f0c11ca278911420bcbac911aa814914ad22,I have 2 cats.,Uncategorized
conversation_42_user_1,a075d824dfb2a5c02f74b4607483f0c11ca278911420bcbac911aa814914ad22,My favorite food is strawberries.,Preferences_Interests
conversation_42_user_1,a075d824dfb2a5c02f74b4607483f0c11ca278911420bcbac911aa814914ad22,I work in a veterinary office.,Personal_Background
conversation_42_user_2,d021ad19da051fdb7682c0b4275ff21197bef0105a168c1ece4512cc27374c3c,I almost always wear a t shirt and jeans.,Habits_Routines
conversation_42_user_2,d021ad19da051fdb7682c0b4275ff21197bef0105a168c1ece4512cc27374c3c,Skateboarding is a hobby of mine.,Preferences_Interests
conversation_42_user_2,d021ad19da051fdb7682c0b4275ff21197bef0105a168c1ece4512cc27374c3c,I go to college part time.,Personal_Background
conversation_42_user_2,d021ad19da051fdb7682c0b4275ff21197bef0105a168c1ece4512cc27374c3c,I have a crush on my co worker.,Personal_Background
conversation_42_user_2,d021ad19da051fdb7682c0b4275ff21197bef0105a168c1ece4512cc27374c3c,I love candy.,Personality_Traits
conversation_43_user_1,8ba23c4b7d9444f38c40b4223cb5281282588c4b24cf9ef4b1b4add2de2cdf6d,I am vegan.,Personality_Traits
conversation_43_user_1,8ba23c4b7d9444f38c40b4223cb5281282588c4b24cf9ef4b1b4add2de2cdf6d,I love to go to the beach.,Personality_Traits
conversation_43_user_1,8ba23c4b7d9444f38c40b4223cb5281282588c4b24cf9ef4b1b4add2de2cdf6d,My favorite food is strawberries.,Preferences_Interests
conversation_43_user_1,8ba23c4b7d9444f38c40b4223cb5281282588c4b24cf9ef4b1b4add2de2cdf6d,I work in a veterinary office.,Personal_Background
conversation_43_user_2,a80c2c4d2b5896abceb65c69ce401f7eda50088312ffcc1cc6235c0646c5f36f,"I have two kids , ages 2 and 6.",Demographics
conversation_43_user_2,a80c2c4d2b5896abceb65c69ce401f7eda50088312ffcc1cc6235c0646c5f36f,"I am from sterling heights , michigan.",Demographics
conversation_43_user_2,a80c2c4d2b5896abceb65c69ce401f7eda50088312ffcc1cc6235c0646c5f36f,I work part time at aldi s.,Personal_Background
conversation_43_user_2,a80c2c4d2b5896abceb65c69ce401f7eda50088312ffcc1cc6235c0646c5f36f,My favorite movie is titanic.,Preferences_Interests
conversation_43_user_2,a80c2c4d2b5896abceb65c69ce401f7eda50088312ffcc1cc6235c0646c5f36f,My husband owns a small auto repair shop.,Personal_Background
conversation_44_user_1,f5a54791ef186140f2d1b4dcaef4f52152da5179df37199034ab3ddd9291bdb6,I am vegan.,Personality_Traits
conversation_44_user_1,f5a54791ef186140f2d1b4dcaef4f52152da5179df37199034ab3ddd9291bdb6,I work at the grocery store.,Personal_Background
conversation_44_user_1,f5a54791ef186140f2d1b4dcaef4f52152da5179df37199034ab3ddd9291bdb6,I help around with bookkeeping and tours.,Preferences_Interests
conversation_44_user_1,f5a54791ef186140f2d1b4dcaef4f52152da5179df37199034ab3ddd9291bdb6,Sometimes i volunteer at an urban farm.,Habits_Routines
conversation_44_user_1,f5a54791ef186140f2d1b4dcaef4f52152da5179df37199034ab3ddd9291bdb6,I decided to become vegan a year ago.,Demographics
conversation_44_user_2,20059c5cf018c2eb5261e9a748a4f8ec906cbe881209313ff59fdbfb822dd587,My grandma is from denmark.,Demographics
conversation_44_user_2,20059c5cf018c2eb5261e9a748a4f8ec906cbe881209313ff59fdbfb822dd587,My favorite band used to be toto.,Preferences_Interests
conversation_44_user_2,20059c5cf018c2eb5261e9a748a4f8ec906cbe881209313ff59fdbfb822dd587,My car is green and smells weird.,Uncategorized
